Statistics for ICV ML.  Version 1
Manager: RHEL64 U-2022.12-SP5.9338971 2023/10/26 
Flow=0
SharedRecipe=0
Subflows=
CMEM: 898.0.0 3754 0:0 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 1:1:0:1 11.06 0.00 0.00
CMEM: 934.0.0 3910 0:0 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 1:1:0:1 9.18 0.00 0.00
CMEM: 1055.0.0 4460 0:0 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 1:1:0:1 11.06 0.01 0.00
CMEM: 1091.0.0 4616 0:0 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 1:1:0:1 9.18 0.00 0.00
CMEM: 1212.0.0 5166 0:0 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 1:1:0:1 11.06 0.00 0.01
CMEM: 1248.0.0 5322 0:0 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 1:1:0:1 9.18 0.00 0.00
CMEM: 1369.0.0 5872 0:0 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 1:1:0:1 11.02 0.01 0.00
CMEM: 1405.0.0 6028 0:0 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 1:1:0:1 9.18 0.00 0.00
CMEM: 1526.0.0 6578 0:0 292:292 292:292 229:229 229:229 292:292 229:229 1:1:0:1 10.84 0.00 0.00
CMEM: 1563.0.0 6738 0:0 292:292 292:292 229:229 229:229 292:292 229:229 1:1:0:1 9.18 0.00 0.01
CMEM: 1684.0.0 7289 0:0 58:58 58:58 58:58 58:58 58:58 58:58 1:1:0:1 10.73 0.00 0.00
CMEM: 452.0.0 1754 0:0 28680:28680 28680:28680 27071:27071 27071:27071 28680:28680 27071:27071 1:1:0:1 90.35 0.07 0.05
CMEM: 1725.0.0 7464 0:0 58:58 58:58 58:58 58:58 58:58 58:58 1:1:0:1 9.18 0.00 0.00
CMEM: 489.0.0 1917 0:0 28680:28680 28680:28680 27071:27071 27071:27071 28680:28680 27071:27071 1:1:0:1 9.21 0.00 0.00
CMEM: 337.0.0 1278 0:0 105262:105262 105262:105262 105262:105262 105262:105262 105262:105262 105262:105262 2:1:0:1 29.49 0.20 0.15
CMEM: 325.0.0 1226 0:0 200823:200823 200823:200823 73176:73176 73176:73176 200823:200823 73176:73176 2:1:0:1 30.44 0.24 0.18
CMEM: 361.0.0 1382 0:0 19881:19881 19881:19881 19881:19881 19881:19881 19881:19881 19881:19881 2:1:0:1 20.33 0.04 0.03
CMEM: 373.0.0 1434 0:0 12389:12389 12389:12389 12389:12389 12389:12389 12389:12389 12389:12389 2:1:0:1 18.33 0.03 0.02
CMEM: 385.0.0 1486 0:0 9485:9485 9485:9485 9485:9485 9485:9485 9485:9485 9485:9485 2:1:0:1 17.33 0.02 0.02
CMEM: 397.0.0 1538 0:0 8367:8367 8367:8367 8367:8367 8367:8367 8367:8367 8367:8367 2:1:0:1 16.32 0.03 0.02
CMEM: 409.0.0 1590 0:0 5676:5676 5676:5676 5676:5676 5676:5676 5676:5676 5676:5676 2:1:0:1 14.92 0.02 0.01
CMEM: 421.0.0 1642 0:0 1455:1455 1455:1455 1455:1455 1455:1455 1455:1455 1455:1455 2:1:0:1 13.56 0.01 0.00
CMEM: 350.0.0 1335 0:0 319:319 319:319 3:3 3:3 319:319 3:3 2:1:0:1 12.84 0.01 0.00
CMEM: 362.0.0 1387 0:0 196:196 196:196 3:3 3:3 196:196 3:3 2:1:0:1 12.84 0.01 0.00
CMEM: 374.0.0 1439 0:0 31:31 31:31 3:3 3:3 31:31 3:3 2:1:0:1 12.57 0.01 0.01
CMEM: 349.0.0 1330 0:0 65264:65264 65264:65264 65264:65264 65264:65264 65264:65264 65264:65264 2:1:0:1 23.51 0.22 0.19
CMEM: 386.0.0 1491 0:0 21:21 21:21 3:3 3:3 21:21 3:3 2:1:0:1 12.57 0.01 0.00
CMEM: 326.0.0 1231 0:0 3:3 3:3 3:3 3:3 3:3 3:3 2:1:0:1 12.60 0.01 0.00
CMEM: 422.0.0 1647 0:0 3:3 3:3 3:3 3:3 3:3 3:3 2:1:0:1 13.07 0.01 0.00
CMEM: 410.0.0 1595 0:0 3:3 3:3 3:3 3:3 3:3 3:3 2:1:0:1 12.60 0.01 0.01
CMEM: 338.0.0 1283 0:0 3:3 3:3 3:3 3:3 3:3 3:3 2:1:0:1 13.07 0.01 0.01
CMEM: 398.0.0 1543 0:0 3:3 3:3 3:3 3:3 3:3 3:3 2:1:0:1 12.60 0.01 0.00
CMEM: 776.0.0 3197 0:0 93022:93022 93022:93022 20007:20007 19117:19117 93022:93022 19117:19117 1:1:0:1 23.54 0.74 0.71
CMEM: 619.0.0 2491 0:0 90463:90463 90463:90463 30892:30892 24929:24929 90463:90463 24929:24929 1:1:0:1 24.99 0.58 0.52
CMEM: 933.0.0 3903 0:0 22600:22600 22600:22600 8061:8061 7728:7728 22600:22600 7728:7728 1:1:0:1 16.43 0.17 0.16
CMEM: 1090.0.0 4609 0:0 18459:18459 18459:18459 5415:5415 5341:5341 18459:18459 5341:5341 1:1:0:1 15.54 0.08 0.07
CMEM: 1247.0.0 5315 0:0 13224:13224 13224:13224 4574:4574 4541:4541 13224:13224 4541:4541 1:1:0:1 14.10 0.06 0.06
CMEM: 1404.0.0 6021 0:0 12444:12444 12444:12444 4123:4123 4123:4123 12444:12444 4123:4123 1:1:0:1 14.99 0.06 0.05
CMEM: 1562.0.0 6731 0:0 52:52 52:52 20:20 20:20 52:52 20:20 1:1:0:1 13.02 0.00 0.00
CMEM: 1724.0.0 7457 0:0 1:1 1:1 1:1 1:1 1:1 1:1 1:1:0:1 12.76 0.00 0.00
CMEM: 778.0.0 3207 0:0 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 1:1:0:1 16.75 0.04 0.03
CMEM: 621.0.0 2501 0:0 4634:4634 4634:4634 4632:4632 4632:4632 4634:4634 4632:4632 1:1:0:1 17.20 0.06 0.05
CMEM: 935.0.0 3913 0:0 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 1:1:0:1 14.74 0.02 0.01
CMEM: 1092.0.0 4619 0:0 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 1:1:0:1 14.74 0.02 0.02
CMEM: 1249.0.0 5325 0:0 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 1:1:0:1 14.24 0.01 0.01
CMEM: 1406.0.0 6031 0:0 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 4003:4003 1:1:0:1 14.21 0.01 0.01
CMEM: 623.0.0 2509 0:4194572 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 27.10 0.13 0.01
CMEM: 624.0.0 2511 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 26.81 0.02 0.00
CMEM: 1408.0.0 6039 0:4194568 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 27.86 0.12 0.01
CMEM: 1409.0.0 6041 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 27.58 0.01 0.00
CMEM: 1251.0.0 5333 0:4194568 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 28.55 0.15 0.01
CMEM: 1252.0.0 5335 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 28.27 0.01 0.00
CMEM: 1094.0.0 4627 0:4194568 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 29.24 0.14 0.01
CMEM: 1095.0.0 4629 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 28.96 0.01 0.01
CMEM: 488.0.0 1910 0:0 387307:387307 387307:387307 222660:222660 204314:204314 387307:387307 204314:204314 1:1:0:1 47.02 2.51 2.40
CMEM: 937.0.0 3921 0:4194568 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 29.91 0.18 0.00
CMEM: 938.0.0 3923 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 29.63 0.01 0.01
CMEM: 490.0.0 1920 0:0 31608:31608 31608:31608 27072:27072 27072:27072 31608:31608 27072:27072 1:1:0:1 31.43 0.22 0.19
CMEM: 780.0.0 3215 0:4194568 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 30.27 0.24 0.01
CMEM: 781.0.0 3217 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 29.99 0.01 0.00
CMEM: 1564.0.0 6741 0:0 4:4 4:4 2:2 2:2 4:4 2:2 1:1:0:1 13.09 0.00 0.00
CMEM: 1726.0.0 7467 0:0 1:1 1:1 1:1 1:1 1:1 1:1 1:1:0:1 12.84 0.00 0.00
CMEM: 492.0.0 1928 0:4205052 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 27.12 0.27 0.02
CMEM: 493.0.0 1930 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 26.38 0.03 0.02
CMEM: 1566.0.0 6749 0:4194312 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 30.08 0.22 0.00
CMEM: 1567.0.0 6751 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 29.99 0.01 0.01
CMEM: 306.0.0 1153 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.71 0.00 0.00
CMEM: 904.0.0 3774 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 14.59 0.04 0.03
CMEM: 1728.0.0 7475 0:4194308 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 27.83 0.18 0.00
CMEM: 1729.0.0 7477 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 27.73 0.00 0.00
CMEM: 1061.0.0 4480 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 14.57 0.02 0.02
CMEM: 1218.0.0 5186 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 14.09 0.01 0.01
CMEM: 747.0.0 3068 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 16.57 0.13 0.13
CMEM: 590.0.0 2362 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 15.42 0.24 0.24
CMEM: 0 0 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 88.68 0.00 0.00
CMEM: 497.0.0 1948 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 20.75 0.09 0.07
CMEM: 441.0.0 1710 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 102.67 0.70 0.68
CMEM: 632.0.0 2547 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 16.26 0.03 0.02
CMEM: 576.0.0 2310 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 16.59 0.49 0.49
CMEM: 905.0.0 3782 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.10 0.00 0.00
CMEM: 939.0.0 3931 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.10 0.00 0.00
CMEM: 748.0.0 3076 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.10 0.00 0.00
CMEM: 782.0.0 3225 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.10 0.00 0.00
CMEM: 1062.0.0 4488 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.10 0.00 0.00
CMEM: 1096.0.0 4637 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.10 0.00 0.00
CMEM: 789.0.0 3253 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 16.26 0.02 0.02
CMEM: 790.0.0 3256 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.12 0.00 0.00
CMEM: 733.0.0 3016 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 16.56 0.39 0.37
CMEM: 734.0.0 3023 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.12 0.00 0.00
CMEM: 1219.0.0 5194 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.12 0.00 0.00
CMEM: 1253.0.0 5343 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.12 0.00 0.00
CMEM: 577.0.0 2317 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.12 0.00 0.00
CMEM: 633.0.0 2550 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.12 0.00 0.00
CMEM: 591.0.0 2370 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.12 0.00 0.00
CMEM: 625.0.0 2519 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.12 0.00 0.00
CMEM: 442.0.0 1717 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.12 0.00 0.00
CMEM: 498.0.0 1951 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.12 0.00 0.00
CMEM: 494.0.0 1938 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.12 0.00 0.00
CMEM: 946.0.0 3959 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 14.26 0.01 0.01
CMEM: 947.0.0 3962 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.12 0.00 0.00
CMEM: 890.0.0 3722 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 14.57 0.13 0.13
CMEM: 891.0.0 3729 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.12 0.00 0.00
CMEM: 1103.0.0 4665 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 14.26 0.01 0.00
CMEM: 1104.0.0 4668 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.12 0.00 0.00
CMEM: 1047.0.0 4428 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 14.56 0.07 0.06
CMEM: 1048.0.0 4435 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.12 0.00 0.00
CMEM: 443.0.0 1718 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 98.56 3.04 2.97
CMEM: 444.0.0 1725 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 35.92 0.12 0.09
CMEM: 1375.0.0 5892 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 13.02 0.01 0.01
CMEM: 1260.0.0 5371 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.65 0.01 0.00
CMEM: 1261.0.0 5374 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 11.00 0.00 0.00
CMEM: 1204.0.0 5134 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 13.96 0.10 0.09
CMEM: 1205.0.0 5141 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.00 0.00 0.00
CMEM: 1376.0.0 5900 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.00 0.00 0.00
CMEM: 1410.0.0 6049 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 12.00 0.00 0.00
